register_year,serial,zone,ward_token,ward,length_m,width_m,dlp_or_completion_date,contractor,consultant,road_desc_raw
2017-18,78,South,JxJt,47 VATVA,400.0,30.03,30.03.2021,,,JxJt JtkœhJx <¤tJ &e ve.ze.vkzgt htuz&e <e&og 400.00 7.50 ytrN»t RL£tftul «t.rj. 30.03.2021 rJlgCtR vxuj hbuNCtR ctrhgt yNtufCtR mfNult
2017-18,79,South,JxJt,47 VATVA,650.0,17.0,21.12.2021,,,JxJt yum.yuj.yub xtkfe &e yGgÃvt bkrœh htuz 650.00 17.00 ytrN»t RL£tftul «t.rj. 21.12.2021 rJlgCtR vxuj rfhKCtR «òvr< vhuNCtR Ntn
2017-18,80,South,jtkCt,46 LAMBHA,201.0,25.0,25-05-21,Ashish Infracon Pvt Ltd,,"jtkCt jtkCt Jtuzobtk ytJuj ytftN bux[tu mexe mtbu&e Rmlvwh vçjef Mfwj mw^eltu hM<tu,sjthtb yuMxuxJt¤tu htuz 201.00 4.00 ytNe»t RL£tftul «t.je. 25-05-21 ©e rœluNCtR vthde ©e fÕvuNCtR ÍtÍYrfgt yNtufCtR mfNult"
2017-18,81,South,jtkCt,46 LAMBHA,83.0,25.0,25-05-21,Ashish Infracon Pvt Ltd,,jtkCt ytubfth yuMxux htuz 83.00 4.70 ytNe»t RL£tftul «t.je. 25-05-21 ©e rœluNCtR vthde ©e fÕvuNCtR ÍtÍYrfgt yNtufCtR mfNult
2017-18,82,South,jtkCt,46 LAMBHA,400.0,28.0,28-05-21,Ashish Infracon Pvt Ltd,,jtkCt lthtuj mfoj &e dwsht< øjtm htuz 400.00 4.10 ytNe»t RL£tftul «t.je. 28-05-21 ©e rœluNCtR vthde ©e fÕvuNCtR ÍtÍYrfgt yNtufCtR mfNult jkctE vntu¤tE yt.E. yt.me.E. zu.me.R. 2017-18 ylw. lkk. Ítul Jtuzo htuzlwkk ltb ¾tuLx[[t.lwkk ltb DLP v
2017-18,119,West,atkœFuzt,03 CHANDKHEDA,200.0,1.06,01.06.2020,,,atkœFuzt mngtud mtumtgxe htuz 200.00 5.10 htugj RL£t 01.06.2020 r>Ã<uN atintK bunwj Fhtze yub.ve.vhbth
2017-18,120,West,atkœFuzt,03 CHANDKHEDA,800.0,27.05,27.05.2020,,,atkœFuzt swœt swœt hM<t dw.ntW.ctuzo 800.00 5.00 htugj RL£t 27.05.2020 r>Ã<uN atintK bunwj Fhtze yub.ve.vhbth
2017-18,121,West,atkœFuzt,03 CHANDKHEDA,800.0,14.05,14.05.2020,,,atkœFuzt Jtzelt& atufze &e Jem< bkœeh 800.00 5.10 htugj RL£t 14.05.2020 r>Ã<uN atintK bunwj Fhtze yub.ve.vhbth
2017-18,122,West,atkœFuzt,03 CHANDKHEDA,560.0,12.05,12.05.2020,,,atkœFuzt œuJlkœ &e fJeNt zwvjuût 560.00 5.20 htugj RL£t 12.05.2020 r>Ã<uN atintK bunwj Fhtze yub.ve.vhbth
2017-18,123,West,atkœFuzt,03 CHANDKHEDA,710.0,16.05,16.05.2020,,,atkœFuzt Mlun ÃjtÍt ath hM<t &e gtudeldh & mk<tu»tldh vtKele xtkfe &e ytR.ytu.me htuz 710.00 5.20 htugj RL£t 16.05.2020 r>Ã<uN atintK bunwj Fhtze yub.ve.vhbth
2017-18,124,West,atkœFuzt,03 CHANDKHEDA,500.0,17.05,17.05.2020,,,atkœFuzt ytR.xe.ytR htuz 500.00 5.20 htugj RL£t 17.05.2020 r>Ã<uN atintK bunwj Fhtze yub.ve.vhbth jkctE vntu¤tE yt.E. yt.me.E. zu.me.R. 2017-18 ylw. lkk. Ítul Jtuzo htuzlwkk ltb ¾tuLx[[t.lwkk ltb DLP vwwKo &lth <theF fhuj ftbdehele htuzle f
2017-18,125,West,atkœFuzt,03 CHANDKHEDA,200.0,18.05,18.05.2020,,,atkœFuzt Ftuzegth ldh &e bntJeh fjelef 200.00 5.10 htugj RL£t 18.05.2020 r>Ã<uN atintK bunwj Fhtze yub.ve.vhbth
2017-18,126,West,atkœFuzt,03 CHANDKHEDA,1765.0,26.04,26.04.2020,,,atkœFuzt dt^eldh ntRJu &e atkœFuzt mcÍtulj ytuVem(dtk^elh ntRJu &e Cthuµh zuhe) 1765.00 5.00 S.ve.ait^he 26.04.2020 r>Ã<uN atintK bunwj Fhtze yub.ve.vhbth
2017-18,127,West,atkœFuzt,03 CHANDKHEDA,290.0,22.05,22.05.2020,,,atkœFuzt atkœFuzt ytuVem &e ht^u huMxtuhLx 290.00 5.00 htugj RL£t 22.05.2020 r>Ã<uN atintK bunwj Fhtze yub.ve.vhbth
2017-18,128,West,atkœFuzt,03 CHANDKHEDA,190.0,2.06,02.06.2020,,,atkœFuzt akîbKe Vjux htuz 190.00 5.10 htugj RL£t 02.06.2020 r>Ã<uN atintK bunwj Fhtze yub.ve.vhbth
2017-18,129,West,atkœFuzt,03 CHANDKHEDA,780.0,1.06,01.06.2020,,,atkœFuzt mwgtol ckøjtu &e yuj ytR S Mfeb 780.00 5.20 htugj RL£t 01.06.2020 r>Ã<uN atintK bunwj Fhtze yub.ve.vhbth
2017-18,130,West,atkœFuzt,03 CHANDKHEDA,180.0,15.05,15.05.2020,,,atkœFuzt gtudeldh ath hM<t &e ykceftldh 180.00 5.20 htugj RL£t 15.05.2020 r>Ã<uN atintK bunwj Fhtze yub.ve.vhbth
2017-18,131,West,Mxurzgb,10 S.P.STADIUM,1500.0,12.0,11-12-20,M/s L.G. Chaudhary,,Mxurzgb ythceytR&e akœ[ldh mtumtgxe mw^e 1500.00 12.00 yuj.S. ati^he 11-12-20 htfuN vxuj ytrN»t vxuj yua.xe.bnu<t
2017-18,132,West,Mxurzgb,10 S.P.STADIUM,375.0,12.0,08-12-20,M/s L.G. Chaudhary,,Mxurzgb lJSJl «um&e yt©b htuz mw^e 375.00 12.00 yuj.S. ati^he 08-12-20 WLl<e vxuuj ytrN»t vxuj yua.xe.bnu<t
2017-18,133,West,lthKvwht,09 NARANPURA,425.0,3.0,03-05-20,,,lthKvwht mtkRctct bkrœh le yuV.ve. lk.309le cLlu ctswltk hM<t 425.00 7.50 S.ve.me. 03-05-20 fÕvuN ÍttkÍÁrfgt rnhul cthtux yua.xe.bnu<t
2017-18,134,West,lthKvwht,09 NARANPURA,263.0,4.0,04-05-20,,,lthKvwht rJsgldh sil œuhtmh&e rJsgldh Mfwj 263.00 8.50 S.ve.me. 04-05-20 fÕvuN ÍttkÍÁrfgt rnhul cthtux yua.xe.bnu<t
2017-18,135,West,lthKvwht,09 NARANPURA,300.0,5.0,05-05-20,,,lthKvwht ze.fu.vxuj ath hM<t&e vjegzldh htuzjûbeldh mtumtgxe 300.00 7.00 S.ve.me. 05-05-20 fÕvuN ÍttkÍÁrfgt rnhul cthtux yua.xe.bnu<t
2017-18,136,West,lthKvwht,09 NARANPURA,825.0,10.5,06-06-20,,,lthKvwht ytmw<ut»t yuvtxobuLx&e muLx ÍurJgmo ºtK hM<t mw^e 825.00 10.50 S.ve.me. 06-06-20 fÕvuN ÍttkÍÁrfgt rnhul cthtux yua.xe.bnu<t
2017-18,137,West,lthKvwht,09 NARANPURA,665.0,7.0,07-05-20,,,lthKvwht mhdb ath hM<t&e vtgj vtgj vtxeo Ãjtux 665.00 8.50 S.ve.me. 07-05-20 fÕvuN ÍttkÍÁrfgt rnhul cthtux yua.xe.bnu<t
2017-18,138,West,lthKvwht,09 NARANPURA,425.0,8.0,08-06-20,,,lthKvwht mÃ<fo vtxeo Ãjtux&e atbwkkztldh 425.00 7.50 S.ve.me. 08-06-20 fÕvuN ÍttkÍÁrfgt rnhul cthtux yua.xe.bnu<t
2017-18,139,West,lthKvwht,09 NARANPURA,376.0,15.0,28-12-20,,,lthKvwht akkœ[[eft zuhe&e JlefhK Ãjtux mw^eltu htuz 376.00 15.00 yuj.S.me. 28-12-20 Wðf»to Wvtægtg btirjfrmkn Ítjt yua.xe.bnu<t jkctE vntu¤tE yt.E. yt.me.E. zu.me.R. 2017-18 ylw. lkk. Ítul Jtuzo htuzlwkk ltb ¾tuLx[[t.lwkk ltb DLP vwwKo &lth
2017-18,140,West,lthKvwht,09 NARANPURA,132.0,348.0,19-12-20,,,lthKvwht vtJl vtxoe Ãjtux&e 132 Vwx mw^eltu htuz 348.00 8.50 yuj.S.me. 19-12-20 Wðf»to Wvtægtg btirjfrmkn Ítjt yua.xe.bnu<t
2017-18,141,West,htKev,05 RANIP,400.0,10.0,,,,htKev mJuoµh bkrœh &e yûthvwh»ttu]•tb ctuh 400.00 10.00 htugj RL£tMx[fah 24/04/2020 «¿tuN vkatj «ftN rJkÍwzt yub.ve.vhbth
2017-18,142,West,htKev,05 RANIP,250.0,27.0,,,,htKev Lgw r<Yvr< &e rJCwr< &e mk<tu»teldh mtumt. 250.00 8.50 htugj RL£tMx[fah 27/04/2020 «¿tuN vkatj «ftN rJkÍwzt yub.ve.vhbth
2017-18,143,West,htKev,05 RANIP,335.0,5.0,05-01-20,,,htKev rNJfwks athhM<t &e c^wldh 335.00 9.00 htugj RL£tMx[fah 05-01-20 «¿tuN vkatj «ftN rJkÍwzt yub.ve.vhbth
2017-18,144,West,htKev,05 RANIP,670.0,12.0,12-11-20,,,htKev ctjfw»K bkrœh &e studmovtfo 670.00 9.00 htugj RL£tMx[fah 12-11-20 «¿tuN vkatj «ftN rJkÍwzt yub.ve.vhbth
2017-18,145,West,htKev,05 RANIP,170.0,2.0,02-06-21,,,htKev me<thtb yuJLgw &e gtuduµh nej 170.00 7.00 htugj RL£tMx[fah 02-06-21 «¿tuN vkatj «ftN rJkÍwzt yub.ve.vhbth
2017-18,146,West,htKev,05 RANIP,275.0,2.0,02-07-21,,,htKev dtgºteldh 275.00 6.00 htugj RL£tMx[fah 02-07-21 «¿tuN vkatj «ftN rJkÍwzt yub.ve.vhbth
2017-18,147,West,htKev,05 RANIP,140.0,4.0,04-01-21,,,htKev ylwhts Vjux &e lu<jœu mtumt. 140.00 7.00 htugj RL£tMx[fah 04-01-21 «¿tuN vkatj «ftN rJkÍwzt yub.ve.vhbth
2017-18,148,West,htKev,05 RANIP,600.0,21.0,,,,htKev dtgºte bkrœh &e Wrbgt ntuMvexj 600.00 7.00 htugj RL£tMx[fah 21/05/2020 «¿tuN vkatj «ftN rJkÍwzt yub.ve.vhbth
2017-18,149,West,htKev,05 RANIP,535.0,6.0,06-09-20,,,htKev aulvwh cmMxuLz &e vev¤uµh mtumt. 535.00 5.50 htugj RL£tMx[fah 06-09-20 «¿tuN vkatj «ftN rJkÍwzt yub.ve.vhbth
2017-18,150,West,htKev,05 RANIP,240.0,4.0,04-02-21,,,htKev ylwhts Vjux &e mkMfth nej Vjux 240.00 5.00 htugj RL£tMx[fah 04-02-21 «¿tuN vkatj «ftN rJkÍwzt yub.ve.vhbth
2017-18,151,West,htKev,05 RANIP,530.0,6.0,06-01-21,,,htKev mwkœhJl Vjux &e ftb^ulw mtumt. 530.00 7.50 htugj RL£tMx[fah 06-01-21 «¿tuN vkatj «ftN rJkÍwzt yub.ve.vhbth
2017-18,152,West,vtjze,30 PALDI,200.0,29.05,29.05.20,,,vtjze suXtCtR vtfo Vjux &e htbrJnth ath hM<t mw^e 200.00 5.50 Cdeh& yumtumeyuNl 29.05.20 aehtd fltzt ylej «òvr< yth.xe.htXJt
2017-18,153,West,vtjze,30 PALDI,250.0,30.05,30.05.20,,,vtjze V<unvwht Bgw.Nt¤t &e V<unvwht ath hM<t mw^e 250.00 8.00 Cdeh& yumtumeyuNl 30.05.20 aehtd fltzt ylej «òvr< yth.xe.htXJt
2017-18,154,West,vtjze,30 PALDI,130.0,9.04,09.04.21,,,vtjze WÕjtmcul Íjuhe Jt¤tu htuz 130.00 6.00 yuÕt.S ait^he 09.04.21 aehtd fltzt ylej «òvr< yth.xe.htXJt
2017-18,155,West,vtjze,30 PALDI,240.0,5.02,05.02.21,,,vtjze ©eftkk< Ôgtm fjtmem &e Je.yth.Ntn Mfwj mw^e 240.00 6.00 yuÕt.S ait^he 05.02.21 aehtd fltzt ylej «òvr< yth.xe.htXJt
2017-18,156,West,vtjze,30 PALDI,250.0,8.04,08.04.21,,,vtjze Nthœtfwkks mtumtgxelt swœt swœt xe.ve. hM<tytu 250.00 6.00 yuÕt.S ait^he 08.04.21 aehtd fltzt ylej «òvr< yth.xe.htXJt jkctE vntu¤tE yt.E. yt.me.E. zu.me.R. 2017-18 ylw. lkk. Ítul Jtuzo htuzlwkk ltb ¾tuLx[[t.lwkk ltb DLP vwwKo &lth <th
2017-18,157,West,vtjze,30 PALDI,300.0,23.11,23.11.20,,,vtjze vrhbj yLzhvtm &e ytkkctJtze Bgw.Nt¤t mw^eltu hM<tu 300.00 7.00 Cdeh& yumtumeyuNl 23.11.20 aehtd fltzt ylej «òvr< yth.xe.htXJt
2017-18,158,West,vtjze,30 PALDI,360.0,27.11,27.11.20,,,vtjze mtuihtÐ[[ mtumtgxe &e Cwœhvwht mw^eltu hM<tu 360.00 5.50 Cdeh& yumtumeyuNl 27.11.20 aehtd fltzt ylej «òvr< yth.xe.htXJt
2017-18,159,West,vtjze,30 PALDI,200.0,26.11,26.11.20,,,vtjze mwœtbt rhmtuox &e btœjvwh yLzhc{es mw^e 200.00 8.00 Cdeh& yumtumeyuNl 26.11.20 aehtd fltzt ylej «òvr< yth.xe.htXJt
2017-18,160,West,vtjze,30 PALDI,250.0,26.05,26.05.20,,,vtjze f]vtmtdh mtumtgxe &e sul mwvh btfuox mw^e 250.00 6.00 Cdeh& yumtumeyuNl 26.05.20 aehtd fltzt ylej «òvr< yth.xe.htXJt
2017-18,161,West,vtjze,30 PALDI,520.0,2.01,02.01.21,,,vtjze ftuahc yt©b &e ftdœeJtz mw^e 520.00 6.00 yuÕt.S ait^he 02.01.21 aehtd fltzt ylej «òvr< yth.xe.htXJt
2017-18,162,West,vtjze,30 PALDI,300.0,2.01,02.01.21,,,vtjze ftuahc dtb<¤ sw>t sw>t htuuz 300.00 6.00 yuÕt.S ait^he 02.01.21 aehtd fltzt ylej «òvr< yth.xe.htXJt
2017-18,163,West,vtjze,30 PALDI,220.0,1.04,01.04.21,,,vtjze rºtfbjtjle atje &e nlwbtl bkkrœh mw^e 220.00 4.00 yuÕt.S ait^he 01.04.21 aehtd fltzt ylej «òvr< yth.xe.htXJt
2017-18,164,West,vtjze,30 PALDI,525.0,1.04,01.04.21,,,vtjze vkkfs mtumtgxe &e ce.yth.xe.yum. mw^e 525.00 6.00 yuÕt.S ait^he 01.04.21 aehtd fltzt ylej «òvr< yth.xe.htXJt
2017-18,165,West,vtjze,30 PALDI,220.0,1.04,01.04.21,,,vtjze htsldh mtumtgxe &e yul.ytR.ze.mw^e 220.00 8.00 yuÕt.S ait^he 01.04.21 aehtd fltzt ylej «òvr< yth.xe.htXJt
2017-18,166,West,vtjze,30 PALDI,150.0,12.04,12.04.21,,,vtjze vtjze ycol nuÕ& muLxh &e f]r<ft mtumtgxe 150.00 7.00 Cdeh& yumtumeyuNl 12.04.21 aehtd fltzt ylej «òvr< yth.xe.htXJt
2017-18,167,West,vtjze,30 PALDI,150.0,13.04,13.04.21,,,vtjze mwCœ[[t ntuMvexj &e melegh mexeÍl vtfo mw^e 150.00 6.00 Cdeh& yumtumeyuNl 13.04.21 aehtd fltzt ylej «òvr< yth.xe.htXJt
2017-18,168,West,JtmKt,31 VASNA,600.0,21.0,21-05-20,,,JtmKt ftuXthe ntuMvexj &e lthtgKldh htuz 600.00 8.00 Cdeh& yumtumeguxm 21-05-20 ysg vxuj S<uL÷ ztCe yth.xe.htXJt
2017-18,169,West,JtmKt,31 VASNA,300.0,21.0,21-05-20,,,JtmKt irzJtRl jtRV Mfwj &e Mlun nturMvxj (ce.yth.xe.yum) 300.00 7.00 Cdeh& yumtumeguxm 21-05-20 ysg vxuj S<uL÷ ztCe yth.xe.htXJt
2017-18,170,West,JtmKt,31 VASNA,330.0,25.0,25-05-20,,,JtmKt rzJtRl jtRV Mfwj &e btunlbtuhthe Vjux 330.00 5.00 Cdeh& yumtumeguxm 25-05-20 ysg vxuj S<uL÷ ztCe yth.xe.htXJt
2017-18,171,West,JtmKt,31 VASNA,1150.0,18.0,11-06-20,,,JtmKt NtnJtze Jtu.ze.MxuNl &e mns mfoj htuz 1150.00 18.00 Cdeh& yumtumeguxm 11-06-20 ysg vxuj S<uL÷ ztCe yth.xe.htXJt
2017-18,172,West,JtmKt,31 VASNA,165.0,11.0,11-06-20,,,JtmKt ckme^h dtzol htuz 165.00 9.70 Cdeh& yumtumeguxm 11-06-20 ysg vxuj S<uL÷ ztCe yth.xe.htXJt jkctE vntu¤tE yt.E. yt.me.E. zu.me.R. 2017-18 ylw. lkk. Ítul Jtuzo htuzlwkk ltb ¾tuLx[[t.lwkk ltb DLP vwwKo &lth <theF fhuj ftbdehele htuzle ftb
2017-18,173,West,mtchb<e,04 SABARMATI,550.0,12.0,22.02.2021,,,mtchb<e ©æ^t ckøjtum htuz 550.00 12.00 htugj RL£t.«t.je 22.02.2021 rJbj vxuj bdlCtE <cegtz yub.ve.vhbth
2017-18,174,West,lJhkdvwht,18 NAVRANGPURA,625.0,10.0,13.05.20,,,lJhkdvwht mknòlœ ftujus &e yufmtRÍ atufe &R fu<J vux[tuj vkv mw^e 625.00 10.00 Cdeh& yumtumeyuxm 13.05.20 sgr>v rbMºte htbtS Xtftuh yth.xe.htXJt
2017-18,175,West,lJhkdvwht,18 NAVRANGPURA,357.0,18.06,18.06.20,,,lJhkdvwht mtihC dtzol ath hM<t &e ftRÍul ntuMvexj Jt¤tu htuz 357.00 9.50 Cdeh& yumtumeyuxm 18.06.20 sgr>v rbMºte htbtS Xtftuh yth.xe.htXJt
2017-18,176,West,lJhkdvwht,18 NAVRANGPURA,160.0,10.0,18.06.20,,,lJhkdvwht mtihC mtumt. cm MxuLz &e mnòlkœ humezuLme mw^e 160.00 10.00 Cdeh& yumtumeyuxm 18.06.20 sgr>v rbMºte htbtS Xtftuh yth.xe.htXJt
2017-18,177,West,lJhkdvwht,18 NAVRANGPURA,175.0,14.06,14.06.20,,,lJhkdvwht murJgh ntuMvexj &e lt&tjtj mtumt. ltu vtA¤ltu hM<tu 175.00 9.30 Cdeh& yumtumeyuxm 14.06.20 sgr>v rbMºte htbtS Xtftuh yth.xe.htXJt
2017-18,178,West,lJhkdvwht,18 NAVRANGPURA,204.0,17.04,17.04.21,M/s L.G. Chaudhary,,lJhkdvwht sil >uhtmh ¢tum JÕzle mtbu 204.00 7.50 bummo yuj.S.ati^he 17.04.21 sgr>v rbMºte htbtS Xtftuh yth.xe.htXJt
2017-18,179,West,lJhkdvwht,18 NAVRANGPURA,200.0,10.05,19.04.21,M/s L.G. Chaudhary,,lJhkdvwht muLx ÍuJegmo ath hM<t &e a¢^the htuzMxtuh ath hM<t 200.00 10.05 bummo yuj.S.ati^he 19.04.21 sgr>v rbMºte htbtS Xtftuh yth.xe.htXJt
2017-18,180,West,lJhkdvwht,18 NAVRANGPURA,207.0,6.05,06.05.20,,,lJhkdvwht ytÍtœ mtumt. CtJldhe dtkXegt Jt¤tu hM<tu 207.00 6.60 Cdeh& yumtumeyuxm 06.05.20 sgr>v rbMºte htbtS Xtftuh yth.xe.htXJt
2017-18,181,West,lJhkdvwht,18 NAVRANGPURA,304.0,2.02,02.02.21,M/s L.G. Chaudhary,,lJhkdvwht mknòlœ ftujusle vtA¤ &e slv& Ntuved muLxh &e ytR.ytR.yub htuz mw^e 304.00 9.00 bummo yuj.S.ati^he 02.02.21 sgr>v rbMºte htbtS Xtftuh yth.xe.htXJt
2017-18,182,West,lJhkdvwht,18 NAVRANGPURA,492.0,8.12,08.12.20,,,lJhkdvwht dehehts ztuyuMf cukf &e akLœ[jtuf vtKele vhc &R btultjemt &R ytkctJtze mfoj mw^e 492.00 6.80 Cdeh& yumtumeyuxm 08.12.20 sgr>v rbMºte htbtS Xtftuh yth.xe.htXJt
2017-18,183,West,lJhkdvwht,18 NAVRANGPURA,159.0,31.03,31.03.21,M/s L.G. Chaudhary,,lJhkdvwht vkaJxe rJM<thbtk mwgoh& ftuBvjuût cukf ytuV RLzegt le Jåau Jt¤e WCe ºtK hM<t mw^e dje 159.00 6.20 bummo yuj.S.ati^he 31.03.21 sgr>v rbMºte htbtS Xtftuh yth.xe.htXJt
2017-18,184,West,lJhkdvwht,18 NAVRANGPURA,320.0,9.12,09.12.20,,,lJhkdvwht vxuj mtumt.œuhtmhJt¤e dje &e fu.ve. ntuMxuj <&t N<vºt <hVle dje 320.00 4.05 Cdeh& yumtumeyuxm 09.12.20 sgr>v rbMºte htbtS Xtftuh yth.xe.htXJt
2017-18,185,West,lJhkdvwht,18 NAVRANGPURA,79.0,14.05,14.05.20,,,lJhkdvwht Ntjebth mtumtgxe Jt¤tu xe.ve. htuz yt©b htuz 79.00 7.10 Cdeh& yumtumeyuxm 14.05.20 sgr>v rbMºte htbtS Xtftuh yth.xe.htXJt
2017-18,186,West,lJhkdvwht,18 NAVRANGPURA,147.0,14.05,14.05.20,,,lJhkdvwht beXtF¤e huÕJu ¢tumed &e yt©b htuz <hV ltu htuz 147.00 8.90 Cdeh& yumtumeyuxm 14.05.20 sgr>v rbMºte htbtS Xtftuh yth.xe.htXJt
2017-18,187,West,lJt,06 NEW WADAJ,1100.0,10.0,21-09-20,M/s L.G. Chaudhary,,lJt Jtzs yFcthldh mfoj&e ©elt& yu.yub.xe.yum. zuvtu htuz 1100.00 10.00 yuj.S.ati^he 21-09-20 rJNtj Jztjegt m<tGþ yæJGtwo yua.xe.bnu<t jkctE vntu¤tE yt.E. yt.me.E. zu.me.R. 2017-18 ylw. lkk. Ítul Jtuzo htuzlwkk ltb ¾tuLx[[t.lwkk ltb DLP vwwK
2017-18,188,West,lJt,06 NEW WADAJ,800.0,13.5,02-12-20,M/s L.G. Chaudhary,,lJt Jtzs htKev ©eSldh rJCtd-2 &e rhÂæ^ rmÂæ^ Mþ^eltu htuz 800.00 13.50 yuj.S.ati^he 02-12-20 rJNtj Jztjegt m<tGþ yæJGtwo yua.xe.bnu<t
2017-18,189,West,lthKvwht/ctu,09 NARANPURA,900.0,18.0,12-04-22,Nar Narayan Infrastructure Pvt Ltd,,lthKvwht/ctu zfœuJ yu.R.me.c{es&e rJJuftlkœ atuf mw^e 900.00 18.00 lhlthtgtK RL£tMx[fah «t.je. 12-04-22 ©e «¿tuN xkzuj ©e yrb< ckmj ©e ve.ze.vxuj
2017-18,190,West,lJhkdvwht,18 NAVRANGPURA,750.0,12.0,18-04-21,,,lJhkdvwht lubelt& mtumtgxe &e yu.yub. yu. Mw^e 750.00 12.00 htugj RL£t yuLSleghekd «t. je. 18-04-21 ©e bgwhvxuj/hbu N vhbth ©e yrb< ckmj/ i/c rlhs vwhturn< ©e ve.ze.vxuj
2017-18,191,West,lJhkdvwht,18 NAVRANGPURA,650.0,15.0,01-05-21,,,lJhkdvwht MJt<e mtumtgxe &e jFwze mfoj mw^eltu htuz 650.00 15.00 htugj RL£t yuLSleghekd «t. je. 01-05-21 ©e bgwh vxuj/ ©e mksg vxuj ©e yrb< ckmj ©e ve.ze.vxuj
2017-18,192,West,atkœFuzt,03 CHANDKHEDA,800.0,15.0,11-01-22,,,atkœFuzt fze ltdrhf mnfthe cukf&e bKe«Cw Mfwj mw^e 800.00 15.00 htugj RL£t yuLSleghekd «t. je. 11-01-22 ©e bgwh vxuj/ ©e mksg vxuj ©e yrb< ckmj ©e ve.ze.vxuj
2017-18,193,West,mtchb<e,04 SABARMATI,550.0,18.0,10-04-22,,,mtchb<e mngtud ÃjtÍt&e bt^J ÃjtÍt (ze.ce.yub.) 550.00 18.00 htugj RL£t yuLSleghekd «t. je. 10-04-22 ©e mksgCtR vxuj ©e yrb< ckmj ©e ve.ze.vxuj
2017-18,194,West,htKev,05 RANIP,250.0,20.0,28-01-22,,,"htKev, lJt Jtzs htKev c{es &e cjtujldh ath hM<t mw^eltu htuz 250.00 20.00 htugj RL£t yuLSleghekd «t. je. 28-01-22 ©e bgwh vxuj/ ©e mksg vxuj ©e yrb< ckmj ©e ve.ze.vxuj"
2017-18,195,West,lJt,06 NEW WADAJ,250.0,15.0,20-02-22,,,lJt Jtzs Jtzs yu.yub.xe.yum. zuvtu&e fehKvtfo mtumtgxe mw^eltu htuz 250.00 15.00 htugj RL£t yuLSleghekd «t. je. 20-02-22 ©e bgwh vxuj/ ©e mksg vxuj ©e yrb< ckmj ©e ve.ze.vxuj
2017-18,196,West,lthKvwht,09 NARANPURA,300.0,15.0,29-01-22,,,lthKvwht lboœt Ãjtux &e mtujt buRl htuz 300.00 15.00 htugj RL£t yuLSleghekd «t. je. 29-01-22 ©e bgwh vxuj/ ©e mksg vxuj ©e yrb< ckmj ©e ve.ze.vxuj
2017-18,197,West,lJt,06 NEW WADAJ,900.0,15.0,20-11-21,,,lJt Jtzs htKev MJebekdvwj &e rlKoogldh yLzhvtm 900.00 15.00 Cdeh& yumtumeyux 20-11-21 ©e bgwh vxuj/ ©e mksg vxuj ©e yrb< ckmj ©e ve.ze.vxuj
2017-18,198,West,htKev,05 RANIP,600.0,15.0,11-01-22,,,htKev htKev c{es &e aulvwh Vtxf 600.00 15.00 Cdeh& yumtumeyux 11-01-22 ©e bgwh vxuj/ ©e mksg vxuj ©e yrb< ckmj ©e ve.ze.vxuj jkctE vntu¤tE yt.E. yt.me.E. zu.me.R. 2017-18 ylw. lkk. Ítul Jtuzo htuzlwkk ltb ¾tuLx[[t.lwkk ltb DLP vwwKo &lth <t
2017-18,199,West,lJhkdvwht,18 NAVRANGPURA,850.0,16.0,25-12-21,,,lJhkdvwht btKufctd mtumtgxe&e vtuvxjtjœtKedtzol 850.00 16.00 Cdeh& yumtumeyux 25-12-21 ©e bgwh vxuj ©e yrb< ckmj ©e ve.ze.vxuj
2017-18,200,West,JtmKt,31 VASNA,850.0,18.0,01-01-22,,,JtmKt sgœev xtJh &e bjtJ <¤tJ 850.00 18.00 Cdeh& yumtumeyux 01-01-22 ©e bgwhp vxuj ©e yrb< ckmj ©e ve.ze.vxuj
2017-18,201,West,lthKvwht,09 NARANPURA,132.0,450.0,29-12-21,,,lthKvwht mukx ÍurJgmo Mfwj&e 132 Vqx hekd htuz (Jt¤elt& atuf) (AuÕjtu vxxtu) 450.00 5.00 Cdeh& yumtumeyux 29-12-21 ©e mksg vxuj ©e yrb< ckmj ©e ve.ze.vxuj
2017-18,202,West,Mxurzgb,10 S.P.STADIUM,150.0,15.0,26-03-21,,,Mxurzgb WMbtlvwwht ath hM<t&e WMbtlvwht yLzh c{es 150.00 15.00 Cdeh& yumtumeyux 26-03-21 ©e bgwh vxuj/ ©e mksg vxuj ©e yrb< ckmj ©e ve.ze.vxuj
2017-18,203,West,lJhkdvwht,18 NAVRANGPURA,150.0,24.0,27-03-21,,,lJhkdvwht RLfbxuût ath hM<t&e dtk^e c{eslt yu«ta mw^e 150.00 24.00 Cdeh& yumtumeyux 27-03-21 ©e bgwh vxuj/ ©e mksg vxuj ©e yrb< ckmj ©e ve.ze.vxuj
2017-18,204,West,vtjze,30 PALDI,190.0,15.0,29-03-21,,,vtjze xtWl ntuj&e yujemc{es yu«tua mw^eltu mrJom htuz 190.00 15.00 Cdeh& yumtumeyux 29-03-21 ©e bgwh vxuj/ ©e mksg vxuj ©e yrb< ckmj ©e ve.ze.vxuj
2017-18,205,West,vtjze,30 PALDI,550.0,20.0,28-11-21,,,vtjze bthJtzele atje&e yle<t mtumtgxe &R J»tto Vjuxlt Atvht 550.00 20.00 Cdeh& yumtumeyux 28-11-21 ©e bgwh vxuj ©e yrb< ckmj ©e ve.ze.vxuj
